SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60
P-0044576-T01-IM6	0.662787873330974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155202754509355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0998740536786474	0	0	0	0	0.0674789639578394	0
P-0044645-T01-IM6	0.850027509995049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149972490004951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044658-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163262748344759	0	0	0	0.126715665073288	0.392254726568111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10735122742746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044767-T01-IM6	0	0	0	0	0	0.149726947691277	0	0	0	0	0	0	0	0	0	0	0	0	0.247393552718697	0	0.080476216406572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202653549102227	0	0	0	0.133743715504732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150619130341151	0	0	0	0	0	0	0	0	0
P-0044790-T01-IM6	0.132985772888521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867014227111479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044791-T01-IM6	0.602932797956286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32569292462889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044805-T01-IM6	0.749240250078417	0	0	0	0	0	0	0	0	0	0	0	0	0.129784522609992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044823-T01-IM6	0.799746359412227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103914721806328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044833-T01-IM6	0.739349974166174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0867719996807727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142792678052017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0044858-T01-IM6	0.750108539460081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0754879637749932	0	0	0	0	0	0	0	0	0	0	0.080279567187209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045009-T01-IM6	0.486950177242732	0	0	0	0	0	0	0	0	0	0	0	0	0.098820632999085	0	0	0	0	0.379600819031487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045013-T01-IM6	0.295929022641035	0	0	0	0	0	0	0	0	0	0	0	0	0.144154283694295	0	0	0	0	0.349396591069381	0	0	0	0	0	0	0.161575272855372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045111-T01-IM6	0.625581979549943	0	0.0685084743664353	0	0	0	0	0	0	0	0	0	0	0.12770239543865	0	0	0	0	0	0	0	0	0	0	0.0778673383630527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045144-T01-IM6	0	0	0	0	0	0.737085787879818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262914212120182	0	0	0	0	0	0
P-0045223-T01-IM6	0.211974296692647	0	0	0	0	0	0	0	0	0	0	0	0	0.101410949151797	0	0	0	0	0.300977791946681	0	0	0	0	0	0	0.134108166966131	0	0	0	0	0.172562490252446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045253-T01-IM6	0.184018437373914	0	0	0	0	0.605885362978169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0617862254825509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148309974165367	0	0	0	0	0	0
P-0045366-T01-IM6	0.51459094857992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211288096436696	0.186617961184308	0	0	0	0	0	0.0875029702984549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045415-T01-IM6	0.46996214889802	0	0	0	0	0	0	0	0	0	0	0	0	0.214464082952815	0	0	0	0	0.189439614268939	0.100630408990278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045460-T01-IM6	0.137519851506235	0	0	0	0	0.418415444848702	0	0	0	0	0	0	0	0.160220899003413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0800593254265621	0.0892496261384283	0	0	0	0	0	0
P-0045471-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0863457591136952	0	0	0	0	0.718594800533943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180865387071697	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045533-T01-IM6	0	0	0	0	0	0.307211401299861	0	0	0	0	0	0	0	0.187347807115703	0	0	0	0	0.15040954329225	0	0	0	0	0	0	0.0720515156296555	0	0	0	0.0998879622616116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045547-T01-IM6	0.625418374281317	0	0	0	0	0	0	0	0	0.0969345672700486	0	0	0	0	0	0	0	0.102892855943442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112041662578203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045671-T01-IM6	0	0	0	0	0	0.387906034371199	0	0	0	0.0977010133916471	0	0	0	0.176929315966058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179785696231492	0	0	0	0	0	0	0.129291893518424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045713-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187153378038558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520251119522164	0	0	0	0	0	0	0.252509551637386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045823-T01-IM6	0.273462349641237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634838511844884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045825-T01-IM6	0.730079339923747	0	0	0	0	0	0	0	0	0	0	0	0	0.166418908785061	0	0	0	0	0	0	0	0	0	0	0	0.0691583724881822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045974-T01-IM6	0.561652164326407	0	0	0	0	0	0	0	0	0	0	0	0	0.231045856473651	0	0	0	0.12647447521131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045984-T01-IM6	0.745908503358724	0	0	0	0	0	0	0	0	0	0	0	0	0.140928139427244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0870384486294673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0045991-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.473042314370874	0	0	0	0	0	0	0.319526764848812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100828241642855	0	0	0	0	0	0.10660267913746	0	0	0	0	0	0
P-0046035-T01-IM6	0.298143061485025	0	0	0	0	0.515519574130027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0834552178345134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046068-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301568795216819	0	0	0.456521809606214	0	0	0	0	0	0	0.14026758489863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101641789931302	0	0	0	0	0	0
P-0046071-T01-IM6	0.115211772551201	0	0	0	0	0	0	0	0	0	0	0	0	0.0655265622331097	0	0	0	0	0.812728844568176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046229-T01-IM6	0.585416866068969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238628904962606	0	0	0	0	0	0	0.0998059200582932	0	0	0	0	0	0	0	0	0	0	0
P-0046266-T01-IM6	0.434116026732344	0	0	0	0	0.101136452190916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135565450668293	0	0	0	0	0	0.0939757065442215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046311-T01-IM6	0.551373767439751	0	0	0	0	0	0	0	0	0	0	0	0	0.373371670430676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046448-T01-IM6	0.812625999442356	0	0	0	0	0	0	0	0	0	0	0	0	0.0769902252189667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046469-T01-IM6	0.20398461516582	0	0	0	0	0.524761210486514	0	0	0	0	0	0	0	0.165786983018697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046630-T01-IM6	0.705512173498021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294487826501979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046653-T02-IM6	0.489518743747636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115233417556993	0	0	0	0	0	0	0	0	0	0.210345361331513	0	0	0	0	0	0	0	0.0811035815173211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046698-T01-IM6	0.61138682065822	0	0	0	0	0	0	0	0	0	0	0	0	0.0774978887166793	0	0	0	0	0.225172819623338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046739-T01-IM6	0.446045507667735	0	0	0	0	0.355373006696172	0	0	0	0	0	0	0	0	0	0	0	0	0.141879348368681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046754-T01-IM6	0.49920445111585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185625008608153	0	0	0	0	0	0	0	0	0	0	0.0977486073041322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046759-T01-IM6	0.553131746570744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351592086967373	0	0	0	0	0	0	0	0	0	0	0	0.0715924346449609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046839-T01-IM6	0.498149210672651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221330136266583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162094193591108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046843-T01-IM6	0.72466728447224	0	0	0	0	0	0	0	0	0	0	0	0	0.0712083004492102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165308834923264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046844-T01-IM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.598795375863354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166468731717326	0	0	0	0.180081734396187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046915-T01-IM6	0.371545106223603	0	0	0	0	0.215018432506577	0	0	0	0	0	0	0	0	0	0	0	0	0.275143504949521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111048013052951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0046992-T01-IM6	0.368606776354743	0	0	0	0	0	0	0	0	0	0	0	0	0.0772926978516382	0	0	0	0	0.182294688721194	0	0	0	0	0	0.151227557831591	0	0	0	0	0	0.111774588284076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047329-T01-IM6	0.364062548014898	0	0	0	0	0.16240442917335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161016344650368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887903351128283	0	0	0	0	0	0	0	0	0	0	0	0.0689624690123982	0	0.0779244297956838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047363-T01-IM6	0.573010079665458	0	0	0	0	0.137228743847476	0	0	0	0	0	0	0	0.151687904373625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047374-T01-IM6	0.81916351231268	0	0	0	0	0	0	0	0	0	0	0	0	0.0806822042611934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047379-T01-IM6	0	0	0	0	0	0.827470384294607	0	0	0	0	0	0	0.159747687426512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047380-T01-IM6	0.229806654488053	0	0	0	0	0	0	0	0	0	0	0	0	0.134801899454184	0	0	0	0	0.232990788629329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174848660889967	0	0	0	0	0	0	0	0	0	0	0.106402767237319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047601-T01-IM6	0.128865724171673	0	0	0	0	0	0	0	0	0	0	0	0	0.0661777718514371	0	0	0	0	0.57579818345827	0	0	0	0	0	0	0	0	0	0	0	0.0907213864678788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047822-T01-IM6	0.585866699242651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0835425040257239	0	0	0	0	0	0	0	0.150968307686658	0	0.070264550425159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047862-T01-IM6	0.417648846573687	0	0	0	0	0	0	0	0	0	0	0	0	0.067289385273663	0	0	0	0	0.443233777051835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047886-T01-IM6	0.330868667910329	0	0	0	0	0.249100656173159	0	0	0	0	0	0	0	0.120518755740521	0	0	0	0	0	0	0	0	0	0	0	0.172952706812631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0047901-T01-IM6	0.243892164273427	0	0	0	0	0	0	0	0	0	0	0	0	0.347967299243607	0	0	0	0	0.408140508499762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048063-T02-IM6	0.754464220285652	0	0	0	0	0	0	0	0	0	0	0	0	0.245535779714348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048082-T01-IM6	0.657151669095219	0	0	0	0	0	0	0	0	0	0	0	0	0.0729788252000192	0	0	0	0	0	0	0	0	0	0	0	0.0821132560655762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0691387158358503	0	0	0	0	0	0	0	0	0
P-0048084-T01-IM6	0.386659048651364	0	0	0	0	0	0	0	0	0	0	0	0	0.439096638529013	0	0	0	0	0.131996714469934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048166-T01-IM6	0.692927315783442	0	0	0	0	0	0	0	0	0	0	0	0	0.123417712784755	0	0	0	0	0.183654971431803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048176-T01-IM6	0.501969640847422	0	0	0	0	0.070041592115687	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167149370649047	0	0	0	0	0.155139615651024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048221-T01-IM6	0.634247798157692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18553926667036	0	0	0	0	0	0	0.0713280631768913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048255-T01-IM6	0.350298488407733	0	0	0	0	0	0	0	0	0	0	0	0	0.184460013721746	0	0	0	0	0	0	0	0	0	0	0	0.170774129911289	0	0	0	0	0	0	0	0	0.105969664687138	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103386395423905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048257-T01-IM6	0	0	0	0	0	0.33444070411243	0	0	0	0	0	0	0	0.176621941534341	0	0	0	0	0.246930207464772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109149709671456	0	0	0	0	0	0
P-0048476-T02-IM6	0.398330129593809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.547132665251624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048521-T01-IM6	0.605007751826443	0	0.0746563002424401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0829018715517125	0	0	0	0	0	0.100876766622685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048528-T02-IM6	0	0	0	0	0	0.278176972466092	0	0	0	0	0	0	0	0	0	0	0	0.121662166516326	0	0	0	0	0	0	0	0	0	0	0	0.09388931042995	0.220073123403928	0	0	0	0	0	0.208850674392371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048589-T01-IM6	0	0	0	0	0.157510057378784	0	0	0	0	0	0	0	0	0.193681697638422	0	0	0	0.0822788424133842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0614928747430321	0	0	0	0	0	0	0	0	0	0	0.140535965389681	0	0	0	0.338158663251755	0	0	0	0	0	0
P-0048620-T01-IM6	0.321278040974017	0	0	0	0	0	0	0	0	0.0693192362868686	0	0	0	0.249547986735504	0	0	0	0	0	0	0	0	0	0.0659681584646113	0	0	0	0	0	0	0.067227260367796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891134158209121	0	0	0	0	0	0
P-0048660-T01-IM6	0.745635966114114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064955221326925	0	0	0	0	0.061054459450899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048683-T01-IM6	0.298106783183304	0	0	0	0	0	0	0	0	0	0	0	0	0.176072976559985	0	0	0	0.153706949754496	0.217764705262569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0812933745278537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048844-T01-IM6	0.0959883167693018	0	0	0	0	0	0	0	0	0	0	0	0	0.0713564899301027	0	0	0	0	0.451492989327808	0	0	0	0	0	0.105983943423768	0.125349975724178	0	0	0	0	0.097066559001321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048893-T01-IM6	0.461752895069202	0	0	0.074413914424477	0	0.240376295734699	0	0	0	0	0	0	0	0.118829336278359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0048984-T01-IM6	0.524822591971421	0	0	0	0	0.127206541681219	0	0	0	0	0	0	0	0	0	0	0	0	0.19068311726642	0	0	0	0	0	0	0	0.0792212068016068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780665422793334	0	0	0	0	0	0	0	0	0	0	0
P-0049131-T02-IM6	0.396691020306073	0	0	0	0	0	0	0	0	0	0	0	0	0.241941426049777	0	0	0	0	0.185255815980547	0	0	0	0	0	0	0	0	0	0.13637148064083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0049222-T01-IM6	0.213348664603657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170221064840166	0.142567998780645	0	0	0	0	0	0.43167909835681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0049359-T01-IM6	0.632568757670745	0	0	0	0.143975686395807	0	0	0	0	0	0	0	0	0.159486690435866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0049376-T01-IM6	0.645971610446876	0	0	0	0	0	0	0	0	0	0	0	0	0.0836209263761911	0	0	0	0.0620096603509736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0049473-T01-IM6	0.657217919349306	0	0	0	0	0	0	0	0	0	0	0	0	0.165980525057906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P-0049485-T01-IM6	0.128049931597469	0	0	0	0	0	0	0	0	0	0	0	0	0.174857317925709	0	0	0	0	0.456199557079452	0.0650625401470577	0	0	0	0	0	0.133423487724451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
